threshold,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,brier_score,ece_10bin,true_negative,false_positive,false_negative,true_positive,false_positive_rate,false_negative_rate,predicted_positive_rate,n,positive_prevalence,calibration_intercept,calibration_slope,subgroup_variable,subgroup,n_positive,n_total,reliability_note,threshold_strategy
0.5,0.8048215113583681,0.6151509951956073,0.6009174311926605,0.2817204301075269,0.9485815602836879,0.383601756954612,0.8027269376445767,0.13475347585933858,0.02102546177262169,1605,87,334,131,0.051418439716312055,0.7182795698924731,0.10106629578117757,2157,0.21557719054242003,0.07399087238925318,1.0237086870406151,AgeGroupPooled,18–44,465,2157,,default_0_50
0.5,0.7040457343887423,0.6865137094536726,0.6423529411764706,0.5967213114754099,0.7763061074319353,0.6186968838526912,0.761628005162909,0.19395484094908402,0.025038302882444265,1055,304,369,546,0.22369389256806477,0.40327868852459015,0.3737906772207564,2274,0.4023746701846966,-0.09419765466387166,0.9494756937963594,AgeGroupPooled,45–54,915,2274,,default_0_50
0.5,0.6934968017057569,0.6885247307108,0.6994485294117647,0.7542120911793855,0.6228373702422145,0.7257987601335241,0.7550111282197249,0.199650102817127,0.018105308995393476,1080,654,496,1522,0.3771626297577855,0.24578790882061446,0.579957356076759,3752,0.5378464818763327,0.0482110725477559,0.982069476681834,AgeGroupPooled,55–64,2018,3752,,default_0_50
0.5,0.6977356503422855,0.6445059918039847,0.7089267106634248,0.8681412165036155,0.42087076710435384,0.7804971319311663,0.7331822509617428,0.1981492665420313,0.009155284509694436,609,838,310,2041,0.5791292328956462,0.13185878349638452,0.758030542390732,3798,0.6190100052659294,-0.03447929167560134,1.07305986166092,AgeGroupPooled,65–74,2351,3798,,default_0_50
0.5,0.6714550509731233,0.616403594416721,0.6832633473305338,0.8628787878787879,0.36992840095465396,0.7626380984265149,0.6989635314963477,0.2094697998899346,0.016096830475070694,310,528,181,1139,0.630071599045346,0.13712121212121212,0.7724745134383688,2158,0.6116774791473587,-0.020898891703649468,1.0403204874814491,AgeGroupPooled,75+,1320,2158,,default_0_50
0.53,0.8062123319425127,0.6074601540456036,0.6217616580310881,0.25806451612903225,0.956855791962175,0.364741641337386,0.8027269376445767,0.13475347585933858,0.02102546177262169,1619,73,345,120,0.04314420803782506,0.7419354838709677,0.08947612424663885,2157,0.21557719054242003,0.07399087238925318,1.0237086870406151,AgeGroupPooled,18–44,465,2157,,youden_j
0.53,0.6987686895338611,0.6744218868743893,0.6481958762886598,0.5497267759562842,0.7991169977924945,0.5949142519219397,0.761628005162909,0.19395484094908402,0.025038302882444265,1086,273,412,503,0.20088300220750552,0.45027322404371584,0.3412489006156552,2274,0.4023746701846966,-0.09419765466387166,0.9494756937963594,AgeGroupPooled,45–54,915,2274,,youden_j
0.53,0.6900319829424307,0.6885907455735749,0.7136431784107946,0.707631318136769,0.6695501730103807,0.7106245334660364,0.7550111282197249,0.199650102817127,0.018105308995393476,1161,573,590,1428,0.3304498269896194,0.2923686818632309,0.533315565031983,3752,0.5378464818763327,0.0482110725477559,0.982069476681834,AgeGroupPooled,55–64,2018,3752,,youden_j
0.53,0.6951026856240127,0.6532743348784517,0.7205175600739372,0.8290089323692046,0.47753973738769867,0.7709651898734177,0.7331822509617428,0.1981492665420313,0.009155284509694436,691,756,402,1949,0.5224602626123013,0.1709910676307954,0.7122169562927857,3798,0.6190100052659294,-0.03447929167560134,1.07305986166092,AgeGroupPooled,65–74,2351,3798,,youden_j
0.53,0.6672845227062094,0.6232344326318073,0.6924552429667519,0.8204545454545454,0.42601431980906923,0.7510402219140083,0.6989635314963477,0.2094697998899346,0.016096830475070694,357,481,237,1083,0.5739856801909308,0.17954545454545454,0.7247451343836886,2158,0.6116774791473587,-0.020898891703649468,1.0403204874814491,AgeGroupPooled,75+,1320,2158,,youden_j
0.35000000000000003,0.7909133055169216,0.6803629985510562,0.5159817351598174,0.4860215053763441,0.8747044917257684,0.5005537098560354,0.8027269376445767,0.13475347585933858,0.02102546177262169,1480,212,239,226,0.12529550827423167,0.513978494623656,0.20305980528511822,2157,0.21557719054242003,0.07399087238925318,1.0237086870406151,AgeGroupPooled,18–44,465,2157,,recall_at_least_80
0.35000000000000003,0.6693051890941073,0.6919046068106973,0.5619771863117871,0.8076502732240437,0.5761589403973509,0.662780269058296,0.761628005162909,0.19395484094908402,0.025038302882444265,783,576,176,739,0.423841059602649,0.1923497267759563,0.5782761653474054,2274,0.4023746701846966,-0.09419765466387166,0.9494756937963594,AgeGroupPooled,45–54,915,2274,,recall_at_least_80
0.35000000000000003,0.6671108742004265,0.6480473317992737,0.634299685644429,0.8999008919722498,0.3961937716262976,0.7441098135627945,0.7550111282197249,0.199650102817127,0.018105308995393476,687,1047,202,1816,0.6038062283737025,0.10009910802775025,0.7630597014925373,3752,0.5378464818763327,0.0482110725477559,0.982069476681834,AgeGroupPooled,55–64,2018,3752,,recall_at_least_80
0.35000000000000003,0.667983149025803,0.5755646041017703,0.6583381754793725,0.9638451722671204,0.18728403593642018,0.7823234938719144,0.7331822509617428,0.1981492665420313,0.009155284509694436,271,1176,85,2266,0.8127159640635798,0.036154827732879626,0.9062664560294892,3798,0.6190100052659294,-0.03447929167560134,1.07305986166092,AgeGroupPooled,65–74,2351,3798,,recall_at_least_80
0.35000000000000003,0.6464318813716404,0.5521570116438852,0.6382133995037221,0.9742424242424242,0.13007159904534607,0.7712143928035982,0.6989635314963477,0.2094697998899346,0.016096830475070694,109,729,34,1286,0.869928400954654,0.025757575757575757,0.9337349397590361,2158,0.6116774791473587,-0.020898891703649468,1.0403204874814491,AgeGroupPooled,75+,1320,2158,,recall_at_least_80
